,x,y
0,8,1502.8125
1,9,1500.296875
2,10,1496.425
3,11,1492.89
4,12,1481.6948125000001
5,13,1469.5121000000001
6,14,1459.1096800000003
7,15,1440.4791502500002
8,16,1423.8520702000003
9,17,1398.7379061600002
10,18,1372.3301686780003
11,19,1338.8172599424004
12,20,1305.9639642039203
13,21,1277.5211713631363
14,22,1239.6595152155091
15,23,1208.2901121724074
16,25,1174.171152237926
17,26,1144.9619217903407
18,27,1118.9695374322725
19,28,1089.316254945818
20,29,1067.0155039566544
21,30,1051.3624031653235
22,31,1028.7227350322587
23,32,1008.040688025807
24,33,980.3388004206456
25,34,951.6968215865165
26,36,918.8574572692132
27,37,895.1562783153706
28,39,885.9843976522966
29,40,879.7406431218374
30,41,875.2925144974699
31,42,869.546511597976
32,43,857.3208030283809
33,44,847.0753924227047
34,45,831.4415639381638
35,46,813.4657511505311
36,47,801.2726009204249
37,48,771.6938619863399
38,49,748.167589589072
39,51,719.4481341712576
40,52,694.9960073370061
41,53,683.4460246196048
42,54,676.4755696956839
43,55,674.1804557565472
44,56,682.8443646052377
45,57,689.3379916841902
46,58,690.1578933473522
47,59,678.3177209278819
48,60,663.5682392423055
49,61,651.1670913938444
50,62,645.5117981150755
51,63,636.3938134920604
52,64,629.8650507936484
53,65,626.1186031349187
54,66,622.3011325079349
55,67,612.684656006348
56,68,602.1477248050784
57,69,589.3431798440627
58,70,576.4745438752501
59,71,571.4296351002001
60,72,567.6124580801601
61,73,564.3399664641281
62,74,569.5901372338025
63,75,562.8602506561826
64,76,557.8585130249461
65,78,547.7868104199569
66,80,545.8271045859655
67,81,550.0288711687724
68,82,558.585596935018
69,83,562.5325400480144
70,84,565.5260320384116
71,85,552.6151615682293
72,86,541.8421292545834
73,87,520.5362034036667
74,88,503.9289627229334
75,89,492.39317017834674
76,90,482.72703614267743
77,91,477.550769539142
78,92,488.3257718813136
79,93,496.5356175050508
80,94,507.3349393165406
81,95,520.4929514532325
82,96,539.058423662586
83,97,552.2154889300689
84,98,564.2723911440551
85,99,555.6488699464941
86,100,527.4578166603203
87,101,504.43500332825624
88,102,471.62710422510503
89,103,443.80168338008406
90,105,425.4788467040673
91,106,407.53932736325385
92,107,396.0314618906031
93,108,388.1376695124825
94,109,371.21326060998604
95,110,357.78310848798884
96,111,342.4862524153911
97,112,329.9890019323129
98,114,320.1552640458503
99,115,318.24921123668025
100,116,318.4743689893442
101,118,323.13887019147535
102,119,330.8079711531803
103,121,332.3495019225442
104,122,330.4655390380354
105,123,328.90368123042833
106,124,322.18544498434267
107,125,315.06085598747416
108,126,315.04868478997935
109,127,325.7576978319835
110,128,334.98115826558677
111,129,342.96148911246945
112,130,346.99419128997556
113,131,341.47035303198044
114,132,332.84034492558436
115,133,310.6511821904675
116,134,290.302195752374
117,135,272.3823816018992
118,137,250.60903028151938
119,138,235.48722422521553
120,139,222.73352938017243
121,141,211.43682350413795
122,142,200.21195880331038
123,143,191.2320670426483
124,145,182.29815363411865
125,146,175.04164790729493
126,147,169.12706832583595
127,151,162.80946716066876
128,152,158.903823728535
129,154,154.685558982828
130,155,148.4671971862624
131,156,142.83625774900992
132,157,140.51900619920792
133,158,143.69645495936635
134,159,147.98841396749307
135,160,157.32823117399445
136,161,165.67508493919556
137,162,172.68069295135646
138,163,178.39455436108517
139,164,183.84064348886815
140,165,188.63501479109453
141,167,191.81426183287564
142,168,189.54515946630053
143,170,175.80800257304043
144,171,167.71671455843236
145,172,170.9233716467459
146,173,176.4418223173967
147,174,184.9308016039174
148,175,189.9446412831339
149,176,192.09633802650714
150,177,191.6301954212057
151,178,188.30415633696458
152,179,178.09645006957166
153,180,170.03966005565732
154,181,164.03172804452586
155,182,159.2253824356207
156,183,151.00530594849656
157,184,143.11674475879724
158,185,136.58714580703779
159,188,129.83221664563024
160,189,124.4282733165042
161,190,122.29261865320336
