,x,y
0,18,588.4375
1,19,588.875
2,20,590.975
3,21,591.78
4,22,575.101734375
5,23,564.8626375
6,24,538.26901625
7,25,510.67771300000004
8,26,489.69842040000003
9,27,462.63373632
10,28,438.35698905600003
11,29,418.93559124480004
12,30,400.77347299584005
13,33,372.90002839667204
14,34,348.1950227173376
15,35,324.9310181738701
16,36,308.94481453909606
17,37,282.70272663127685
18,38,260.2871813050215
19,39,239.2922450440172
20,40,220.30879603521376
21,41,204.24703682817102
22,54,183.52262946253683
23,55,169.56810357002948
24,56,156.21698285602358
25,60,151.66108628481885
26,61,149.3288690278551
27,62,145.71309522228407
28,63,143.69547617782726
29,64,142.5188809422618
30,67,149.45260475380945
31,68,154.56208380304756
32,70,162.14966704243804
33,71,167.56348363395043
34,72,174.30078690716036
35,75,179.6906295257283
36,76,180.50250362058264
37,77,182.02700289646612
38,78,184.1216023171729
39,79,181.85978185373833
40,80,180.05032548299067
41,83,184.72776038639253
42,84,189.34470830911403
43,85,195.66326664729124
44,86,204.368503942833
45,87,228.02605315426638
46,88,243.6708425234131
47,89,262.5030802687305
48,90,290.9399642149844
49,91,316.7519713719875
50,92,339.15157709759
51,95,351.821261678072
52,96,361.95700934245764
53,97,370.0656074739661
54,98,376.1149859791729
55,99,381.3919887833383
56,100,385.6135910266707
57,101,390.74087282133655
58,103,385.8739482570693
59,104,379.57415860565544
60,105,373.2218268845244
61,106,350.8587115076195
62,107,327.0619692060956
63,108,310.4308253648765
64,109,274.7518868544012
65,110,246.707759483521
66,112,216.6162075868168
67,113,192.10546606945346
68,114,173.37187285556277
69,115,158.82249828445023
70,116,162.55018612756018
71,117,173.35264890204814
72,118,178.49461912163852
73,119,187.53007029731083
74,120,208.43030623784864
75,121,228.8692449902789
76,122,257.47039599222313
77,123,282.9763167937785
78,124,301.1935534350228
79,125,316.2048427480182
80,126,328.2138741984146
81,127,337.8210993587317
82,128,345.0693794869854
83,131,351.30550358958834
84,132,355.8569028716707
85,133,359.93552229733655
86,134,364.9484178378693
87,135,365.23998427029545
88,136,351.9654249162364
89,137,337.1348399329891
90,138,329.2078719463913
91,139,302.30379755711306
92,140,273.99928804569043
93,141,258.57443043655235
94,142,239.2345443492419
95,143,212.82513547939354
96,144,193.01010838351485
97,145,177.1580867068119
98,146,162.72646936544953
99,147,150.74367549235964
100,150,141.59494039388773
101,151,134.27595231511017
102,152,128.42076185208813
103,153,123.73660948167051
104,154,119.55178758533641
105,155,116.64143006826913
106,157,116.06314405461531
107,161,116.47551524369226
108,162,119.43041219495382
109,163,120.04432975596305
110,164,118.78546380477044
111,165,117.77837104381636
112,166,116.3164468350531
113,170,114.92815746804249
114,171,116.44252597443398
115,172,117.65402077954718
116,173,118.62321662363775
117,174,119.39857329891021
118,175,118.26885863912817
119,176,117.36508691130254
120,178,111.39206952904203
121,179,106.61365562323363
122,180,102.7909244985869
123,181,99.29523959886953
124,182,96.93619167909563
125,183,95.04895334327651
126,184,92.88291267462121
127,188,91.36883013969697
128,189,90.59506411175758
129,190,89.97605128940607
130,191,89.48084103152486
131,192,88.6471728252199
132,193,88.41773826017592
133,194,89.98419060814074
134,199,90.36235248651259
135,200,93.28988198921007
