,x,y
0,15.438596491228068,1505.0
1,16.140350877192983,1513.75
2,16.140350877192983,1496.25
3,16.842105263157894,1513.75
4,16.842105263157894,1496.25
5,17.543859649122805,1513.75
6,17.543859649122805,1487.5
7,18.24561403508772,1505.0
8,18.24561403508772,1478.75
9,18.94736842105263,1496.25
10,19.64912280701754,1487.5
11,19.64912280701754,1470.0
12,20.350877192982455,1487.5
13,20.350877192982455,1470.0
14,22.45614035087719,1452.5
15,22.45614035087719,1443.75
16,23.157894736842103,1452.5
17,23.157894736842103,1435.0
18,23.859649122807017,1452.5
19,23.859649122807017,1426.25
20,24.561403508771928,1443.75
21,24.561403508771928,1417.5
22,25.263157894736842,1435.0
23,25.263157894736842,1408.75
24,25.964912280701753,1426.25
25,26.666666666666664,1408.75
26,28.07017543859649,1391.25
27,28.07017543859649,1382.5
28,28.7719298245614,1391.25
29,28.7719298245614,1373.75
30,29.473684210526315,1391.25
31,29.473684210526315,1365.0
32,29.473684210526315,1356.25
33,30.175438596491226,1373.75
34,30.175438596491226,1347.5
35,30.175438596491226,1338.75
36,30.877192982456137,1365.0
37,31.57894736842105,1347.5
38,32.98245614035088,1303.75
39,32.98245614035088,1295.0
40,32.98245614035088,1286.25
41,33.68421052631579,1303.75
42,34.3859649122807,1295.0
43,34.3859649122807,1277.5
44,34.3859649122807,1268.75
45,34.3859649122807,1260.0
46,35.08771929824561,1295.0
47,35.08771929824561,1251.25
48,35.78947368421053,1277.5
49,35.78947368421053,1268.75
50,36.49122807017544,1207.5
51,36.49122807017544,1198.75
52,36.49122807017544,1190.0
53,37.19298245614035,1216.25
54,37.19298245614035,1181.25
55,37.19298245614035,1172.5
56,37.89473684210526,1207.5
57,37.89473684210526,1198.75
58,37.89473684210526,1163.75
59,37.89473684210526,1155.0
60,38.59649122807017,1181.25
61,39.29824561403508,1163.75
62,40.70175438596491,1120.0
63,40.70175438596491,1111.25
64,40.70175438596491,1102.5
65,40.70175438596491,1093.75
66,41.40350877192982,1120.0
67,41.40350877192982,1085.0
68,42.10526315789473,1102.5
69,42.10526315789473,1076.25
70,42.807017543859644,1093.75
71,42.807017543859644,1067.5
72,43.50877192982456,1085.0
73,46.315789473684205,1050.0
74,46.315789473684205,1041.25
75,46.315789473684205,1032.5
76,47.01754385964912,1050.0
77,47.01754385964912,1023.75
78,47.719298245614034,1041.25
79,49.122807017543856,1032.5
80,49.122807017543856,1015.0
81,49.82456140350877,1032.5
82,50.526315789473685,1015.0
83,51.92982456140351,980.0
84,51.92982456140351,971.25
85,52.63157894736842,980.0
86,53.33333333333333,980.0
87,53.33333333333333,962.5
88,54.03508771929824,980.0
89,54.03508771929824,962.5
90,54.73684210526316,988.75
91,54.73684210526316,962.5
92,55.43859649122807,997.5
93,55.43859649122807,971.25
94,56.14035087719298,997.5
95,56.14035087719298,980.0
96,57.5438596491228,953.75
97,57.5438596491228,945.0
98,58.24561403508772,953.75
99,58.24561403508772,936.25
100,58.94736842105263,953.75
101,58.94736842105263,927.5
102,59.64912280701754,918.75
103,59.64912280701754,910.0
104,60.35087719298245,936.25
105,61.05263157894736,918.75
106,62.45614035087719,875.0
107,62.45614035087719,866.25
108,62.45614035087719,857.5
109,63.1578947368421,883.75
110,63.1578947368421,840.0
111,63.1578947368421,831.25
112,63.859649122807014,875.0
113,63.859649122807014,866.25
114,64.56140350877193,840.0
115,64.56140350877193,822.5
116,67.36842105263158,778.75
117,68.0701754385965,796.25
118,68.7719298245614,805.0
119,68.7719298245614,778.75
120,69.47368421052632,813.75
121,69.47368421052632,787.5
122,70.17543859649122,813.75
123,70.17543859649122,796.25
124,72.28070175438596,848.75
125,72.28070175438596,840.0
126,72.98245614035088,857.5
127,73.68421052631578,866.25
128,73.68421052631578,840.0
129,74.3859649122807,866.25
130,74.3859649122807,848.75
131,75.08771929824562,866.25
132,75.08771929824562,848.75
133,75.78947368421052,866.25
134,75.78947368421052,848.75
135,76.49122807017544,866.25
136,76.49122807017544,848.75
137,79.29824561403508,857.5
138,79.29824561403508,848.75
139,79.29824561403508,840.0
140,80.0,857.5
141,80.0,831.25
142,80.0,822.5
143,80.0,813.75
144,80.7017543859649,848.75
145,80.7017543859649,805.0
146,80.7017543859649,796.25
147,81.40350877192982,831.25
148,81.40350877192982,822.5
149,82.10526315789473,805.0
150,82.10526315789473,796.25
151,84.21052631578947,778.75
152,84.91228070175438,787.5
153,84.91228070175438,770.0
154,84.91228070175438,761.25
155,85.61403508771929,743.75
156,86.3157894736842,770.0
157,86.3157894736842,726.25
158,87.01754385964912,752.5
159,89.12280701754385,691.25
160,89.12280701754385,682.5
161,89.12280701754385,673.75
162,89.82456140350877,691.25
163,89.82456140350877,656.25
164,89.82456140350877,647.5
165,90.52631578947368,647.5
166,91.22807017543859,665.0
167,91.22807017543859,656.25
168,91.22807017543859,647.5
169,94.73684210526315,621.25
170,94.73684210526315,612.5
171,94.73684210526315,603.75
172,95.43859649122807,621.25
173,96.14035087719297,612.5
174,96.14035087719297,595.0
175,96.84210526315789,612.5
176,97.54385964912281,603.75
177,97.54385964912281,586.25
178,98.24561403508771,603.75
179,98.24561403508771,586.25
180,98.94736842105263,603.75
181,98.94736842105263,595.0
182,98.94736842105263,586.25
183,99.64912280701753,656.25
184,99.64912280701753,647.5
185,99.64912280701753,638.75
186,100.35087719298245,665.0
187,101.05263157894737,673.75
188,101.05263157894737,647.5
189,101.05263157894737,638.75
190,101.75438596491227,673.75
191,101.75438596491227,656.25
192,105.26315789473684,717.5
193,105.96491228070175,726.25
194,105.96491228070175,708.75
195,106.66666666666666,726.25
196,106.66666666666666,708.75
197,108.07017543859648,691.25
198,108.07017543859648,682.5
199,108.7719298245614,700.0
200,109.47368421052632,691.25
201,109.47368421052632,682.5
202,110.17543859649122,638.75
203,110.17543859649122,630.0
204,110.17543859649122,621.25
205,110.87719298245614,647.5
206,110.87719298245614,621.25
207,111.57894736842104,638.75
208,111.57894736842104,630.0
209,111.57894736842104,603.75
210,111.57894736842104,595.0
211,112.28070175438596,621.25
212,112.28070175438596,595.0
213,112.98245614035088,612.5
214,112.98245614035088,603.75
215,112.98245614035088,595.0
216,115.78947368421052,638.75
217,115.78947368421052,630.0
218,115.78947368421052,621.25
219,116.49122807017544,638.75
220,116.49122807017544,612.5
221,117.19298245614034,630.0
222,117.19298245614034,603.75
223,117.19298245614034,595.0
224,117.89473684210526,621.25
225,117.89473684210526,586.25
226,118.59649122807016,603.75
227,120.7017543859649,630.0
228,120.7017543859649,621.25
229,120.7017543859649,612.5
230,121.40350877192982,630.0
231,121.40350877192982,612.5
232,121.40350877192982,603.75
233,122.10526315789473,630.0
234,122.10526315789473,621.25
235,122.80701754385964,612.5
236,122.80701754385964,595.0
237,124.21052631578947,568.75
238,124.21052631578947,560.0
239,124.91228070175438,577.5
240,125.61403508771929,577.5
241,126.3157894736842,568.75
242,127.01754385964911,568.75
243,127.01754385964911,551.25
244,127.71929824561403,568.75
245,129.12280701754386,507.5
246,130.52631578947367,525.0
247,131.9298245614035,560.0
248,132.6315789473684,542.5
249,133.33333333333331,560.0
250,134.03508771929825,551.25
251,134.03508771929825,533.75
252,134.73684210526315,560.0
253,135.43859649122805,560.0
254,135.43859649122805,542.5
255,137.5438596491228,603.75
256,137.5438596491228,595.0
257,137.5438596491228,586.25
258,137.5438596491228,577.5
259,137.5438596491228,568.75
260,138.2456140350877,630.0
261,138.2456140350877,621.25
262,138.2456140350877,612.5
263,138.2456140350877,568.75
264,138.94736842105263,638.75
265,138.94736842105263,595.0
266,138.94736842105263,586.25
267,138.94736842105263,577.5
268,138.94736842105263,568.75
269,139.64912280701753,630.0
270,139.64912280701753,621.25
271,139.64912280701753,612.5
272,139.64912280701753,560.0
273,139.64912280701753,551.25
274,140.35087719298244,586.25
275,140.35087719298244,542.5
276,140.35087719298244,533.75
277,140.35087719298244,525.0
278,141.05263157894737,577.5
279,141.05263157894737,568.75
280,141.05263157894737,560.0
281,141.05263157894737,516.25
282,141.75438596491227,542.5
283,141.75438596491227,533.75
284,145.96491228070175,516.25
285,145.96491228070175,498.75
286,148.7719298245614,516.25
287,148.7719298245614,507.5
288,148.7719298245614,498.75
289,149.4736842105263,560.0
290,149.4736842105263,551.25
291,149.4736842105263,542.5
292,149.4736842105263,533.75
293,150.17543859649123,560.0
294,150.17543859649123,507.5
295,150.17543859649123,498.75
296,150.87719298245614,560.0
297,150.87719298245614,551.25
298,150.87719298245614,542.5
299,150.87719298245614,533.75
300,151.57894736842104,595.0
301,152.28070175438594,603.75
302,152.28070175438594,586.25
303,152.98245614035088,603.75
304,152.98245614035088,586.25
305,153.68421052631578,603.75
