,x,y
0,14,940.625
1,15,936.25
2,16,923.7265625
3,17,913.54375
4,18,906.2725
5,19,906.79925
6,20,908.7519000000001
7,21,915.2358950000001
8,22,907.0793410000001
9,23,886.3139854953126
10,24,862.5590008962502
11,25,841.6682944670001
12,26,819.0221355736002
13,27,800.4677084588802
14,28,784.7491667671043
15,29,766.2680834136835
16,30,742.2410292309468
17,31,719.1365733847574
18,32,696.223321207806
19,33,678.3849069662448
20,34,668.7079255729958
21,35,650.9038404583966
22,36,627.9652598667174
23,37,603.9098055496239
24,38,584.1903444396992
25,39,563.6022755517594
26,40,545.3818204414075
27,41,524.242956353126
28,42,500.2498338325008
29,43,478.5123670660007
30,44,459.3723936528006
31,45,446.2479149222405
32,46,432.24833193779244
33,47,418.204915550234
34,48,408.0639324401872
35,49,396.0136459521498
36,50,385.93591676171985
37,51,371.7487334093759
38,52,357.77398672750076
39,53,345.7191893820006
40,54,333.0128515056005
41,55,324.13293745448044
42,56,320.97846242848914
43,57,330.66387345841633
44,58,361.40613309900846
45,59,397.35146897920674
46,60,434.5843001833654
47,61,478.86275264669234
48,62,518.7152021173539
49,63,546.2221616938831
50,64,557.8644481051065
51,65,546.4418213167268
52,66,526.8341211158814
53,67,504.4692500177052
54,68,475.9056002094767
55,69,453.78698016758136
56,70,428.8186466340651
57,71,406.9299173072521
58,72,385.7001838458017
59,73,367.1851470766414
60,74,348.43561766131313
61,75,328.1859941290505
62,76,311.5487953032404
63,77,291.5671612425923
64,78,274.37872899407387
65,79,258.8779831952591
66,80,240.8992615562073
67,81,227.71940924496585
68,82,210.1755273959727
69,83,197.89042191677817
70,84,184.12483753342255
71,85,175.29987002673803
72,86,168.23989602139042
73,87,160.40441681711235
74,88,156.3235334536899
75,89,153.05882676295192
76,90,153.94706141036153
77,91,154.65764912828922
78,92,155.2261193026314
79,93,159.1808954421051
80,94,162.67284135368408
81,95,166.88827308294728
82,96,178.13561846635784
83,97,187.57099477308628
84,98,198.78335831846903
85,99,212.83918665477523
86,100,227.14634932382017
87,101,243.34989195905615
88,102,258.5549135672449
89,103,264.97674335379594
90,104,268.85639468303674
91,105,266.1632407464294
92,106,260.6180925971435
93,107,253.1194740777148
94,108,239.79245426217187
95,109,225.95896340973752
96,110,211.61092072779002
97,111,195.97623658223202
98,112,181.71848926578562
99,113,169.8747914126285
100,114,162.1498331301028
101,115,152.03236650408223
102,116,144.37589320326578
103,117,137.81321456261261
104,118,134.75057165009008
105,119,130.55045732007207
106,120,125.00286585605767
107,121,121.00229268484614
108,122,117.36433414787692
109,123,114.89146731830154
110,124,114.66317385464123
111,125,112.73053908371298
112,126,109.43443126697039
113,127,108.54754501357633
114,128,107.83803601086106
115,129,106.83292880868885
116,130,106.46634304695108
117,131,109.67307443756087
118,132,112.2384595500487
119,133,114.29076764003895
120,134,115.49511411203116
121,135,116.89609128962493
122,136,119.76687303169996
123,137,122.93849842535997
124,138,129.93282999028798
125,139,140.4775139922304
126,140,150.6632611937843
127,141,168.60092145502745
128,142,188.03698716402192
129,143,207.9471678562175
130,144,229.79523428497401
131,145,251.8674374279792
132,146,272.3689499423834
133,147,290.5201599539067
134,148,296.1270654631254
135,149,300.3391523705003
136,150,296.92757189640025
137,151,287.8545575171202
138,152,277.50630226369617
139,153,264.4425418109569
140,154,248.52278344876555
141,155,229.41588300901245
142,156,216.78270640720996
143,157,199.67616512576797
144,158,187.74093210061437
145,159,174.6927456804915
146,160,165.1291965443932
147,161,158.35335723551458
148,162,152.93268578841167
149,163,146.84614863072935
150,164,141.97691890458347
151,165,144.20653512366678
152,166,145.55272809893341
153,167,151.00468247914674
154,169,161.05374598331738
155,170,169.0929967866539
156,171,176.39939742932313
157,173,177.8695179434585
158,174,172.5924893547668
159,175,165.19899148381344
160,176,156.82325568705076
161,177,145.5836045496406
162,178,137.46688363971248
163,179,127.47350691176999
164,180,121.228805529416
165,181,112.7330444235328
166,182,105.93643553882625
167,183,100.061648431061
168,184,95.7993187448488
169,185,91.95195499587905
170,186,89.31156399670324
171,187,87.1992511973626
172,188,85.07190095789008
173,189,85.55752076631207
174,190,85.94601661304965
175,191,86.25681329043972
176,192,86.50545063235178
177,193,86.70436050588143
178,194,86.86348840470514
179,195,86.9907907237641
180,196,85.3426325790113
181,197,83.58660606320903
182,198,82.61928485056723
183,199,81.84542788045378
184,200,81.22634230436303
